artist,song,album,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,origin
Anadian,Just Bounce - Original Mix,Just Bounce,2O23XQgJyocIdRI8stfcxp,0.613,0.892,2,-3.514,0,0.0473,0.00921,0.264,0.14,0.0561,128.035,266250,4,0
Krunk!,Panic,Panic,5I2oK8ht2EEEz6HuPuS8Ku,0.699,0.933,1,-4.062,0,0.0506,2.57e-05,0.787,0.968,0.0382,128.005,247559,4,0
Dirt Cheap,Turn That Thing Down - Deorro Remix,This Is the Melbourne Sound,7iMHC70pl2jHDIjdB0E9oL,0.667,0.946,7,-4.629,1,0.0487,0.0118,0.125,0.115,0.349,128.004,270000,4,0
Seany B,Kill the Robots (Joel Fletcher Mix),Kill the Robots,1usYcxU0JlaF98XeBlr13H,0.656,0.973,11,-3.291,0,0.088,0.000567,0.477,0.304,0.608,127.995,363078,4,0
Chris Bullen,Tear Them Walls Down (feat. Jay Timmy),Tear Them Walls Down,605WhI190NGi2U4xvn2vfl,0.875,0.846,5,-5.189,0,0.15,0.000197,0.00516,0.318,0.599,127.984,349219,4,0
The Stone Roses,Fools Gold,Discover The Stone Roses,5ZWhnzVwZEsp2gycOYspsy,0.699,0.919,4,-5.806,0,0.0541,0.00266,0.832,0.0476,0.346,112.558,323560,4,0
Spacey Jane,Feeding the Family,Feeding the Family,7hOoSayyQt9nrWvJh15CSb,0.531,0.861,0,-4.654,1,0.0398,0.00212,0.00782,0.18,0.565,105.015,284687,4,0
Alpine,Foolish,Yuck,2zf0HzdwLaNW75uiFcwzIM,0.674,0.657,1,-6.536,0,0.0342,0.0304,0.01,0.0812,0.737,94.01,202614,4,0
Connan Mockasin,Charlotte's Thong,Jassbusters,5FYlubj1nGOUYmJ57ezUXu,0.804,0.306,4,-15.984,0,0.0374,0.728,0.775,0.103,0.693,106.172,536255,4,0
DOPE LEMON,Lovers Left To Die,Hounds Tooth,1V9tygAangLixRFK6Sea0G,0.647,0.658,2,-8.004,1,0.038,0.411,0.545,0.111,0.298,157.221,210771,4,0
DOPE LEMON,Hey Little Baby,Smooth Big Cat,6duiLmlFXNe9Jdo6XmR98t,0.7,0.462,11,-14.163,0,0.0336,0.844,0.139,0.0829,0.594,100.033,317587,4,0
DOPE LEMON,Hey You,Smooth Big Cat,1yYpw3DuEPBO6Cv7ejBwsq,0.771,0.425,9,-12.039,1,0.0277,0.259,0.46,0.106,0.84,102.613,278387,4,0
DOPE LEMON,Salt & Pepper,Smooth Big Cat,45rBYcTNp9fskUoNzJMGkp,0.722,0.493,0,-12.961,0,0.026,0.547,0.494,0.0949,0.797,105.044,328627,4,0
DOPE LEMON,Stonecutters,Honey Bones,5D8IX5heYT1d6ZowqjMUnn,0.431,0.727,2,-6.476,1,0.0264,0.0144,0.659,0.146,0.307,149.665,270054,4,0
Eddie Vedder,Hard Sun,Into The Wild (Music For The Motion Picture),0fzCtVM9D5UEwiLqcY8Ouq,0.438,0.827,8,-6.531,1,0.0328,0.0512,0.000402,0.319,0.645,143.377,322080,4,0
Sampa the Great,Freedom,Freedom,5MOblOnp8VFUW1UlehGHhp,0.644,0.753,4,-7.363,0,0.0778,0.1,0.26,0.571,0.459,89.049,246125,4,0
Sublime,Doin' Time - Remixed by Marshall Arts,What I Got,6M9hzWrZXNKre2DCFbli7b,0.712,0.668,7,-7.651,1,0.184,0.0538,0.0,0.137,0.729,161.853,252907,4,0
Mac DeMarco,Still Beating,This Old Dog,2N4idqj9TT3HnH2OFT9j0v,0.709,0.496,1,-10.528,0,0.0417,0.581,0.195,0.151,0.469,78.477,181587,4,0
Yellow Days,A Little While,Harmless Melodies,1ahzHj4rfljE8w4ZwpEjOM,0.577,0.604,3,-7.84,0,0.0332,0.182,0.00211,0.205,0.351,99.997,318147,4,0
BROODS,Peach,Peach,2qTAYXYc6U3a1VkWtTBXJQ,0.688,0.738,5,-4.829,1,0.0405,0.00875,3.89e-05,0.257,0.251,111.022,255397,4,0
Still Woozy,Goodie Bag,Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,146390,4,0
Khruangbin,Dern Kala,The Universe Smiles Upon You,47FmTHqPWGWEfbgDpLjvCt,0.632,0.646,9,-11.398,1,0.0385,0.0177,0.88,0.116,0.671,87.325,219840,4,0
Khruangbin,Two Fish and an Elephant,The Universe Smiles Upon You,2kGMBOPXMtb9gxzVYdplg9,0.452,0.579,2,-11.085,1,0.0476,0.0153,0.893,0.637,0.929,84.615,213760,4,0
Parquet Courts,Freebird II,Wide Awake!,3GAKdDYtNBhC6jFx9hzQfA,0.545,0.756,6,-3.0,1,0.0301,0.0356,0.0,0.0824,0.858,120.116,175160,4,0
Bakar,Hell N Back,Hell N Back,3NRql0A1Ef4RCvT473iqgD,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573,4,0
Still Woozy,Habit,Lately EP,76ONL66gg6aJeeWXgx1XN4,0.773,0.39,10,-11.999,0,0.113,0.18,0.000707,0.107,0.465,125.001,153872,4,0
King Gizzard & The Lizard Wizard,Nuclear Fusion,Flying Microtonal Banana,1CeHA4fmddbfqYzw7wygEl,0.386,0.782,11,-6.247,1,0.0414,0.332,0.815,0.162,0.595,86.354,255453,4,0
Ocean Alley,Tombstone,Tombstone,0E4ioSPXXQIy46ZcklqHpR,0.397,0.527,5,-9.625,1,0.0263,0.0503,0.008,0.12,0.796,169.015,241173,4,0
Parcels,Tieduprightnow,Tieduprightnow,66tkDkPsznE5zIHNt4QkXB,0.863,0.533,5,-7.986,0,0.0484,0.291,0.00126,0.0794,0.738,102.025,249957,4,0
Mild Orange,Down By The River,Foreplay,50jPA11pFqdxB1wMK9Fz9h,0.606,0.605,4,-7.242,1,0.0281,0.303,0.0763,0.137,0.312,114.055,236943,4,0
Letters to Lions,Mushrooms,Clean Eating,3J1Qz65OEv0ZuEtLEs5zBo,0.429,0.634,11,-6.625,0,0.0298,0.0311,0.0,0.0847,0.439,73.081,248175,4,0
Pink Floyd,What Do You Want from Me - Live,Pulse (Live),44rQQujhahuq2cEGl2fiDT,0.478,0.661,4,-11.968,0,0.0411,0.0185,2.88e-05,0.766,0.405,108.074,249360,4,0
J.J. Cale,Magnolia,Naturally,43sdRsmJFcSnlTWTVRhYtz,0.707,0.175,0,-20.196,1,0.0455,0.302,0.254,0.109,0.442,74.233,203960,4,0
Connan Mockasin,B'nd,Jassbusters,19Wl7gBLwPEpzcdzg01g6q,0.87,0.252,6,-16.128,1,0.0477,0.627,0.688,0.0951,0.448,101.905,216588,4,0
Parcels,Withorwithout,Parcels,1Avnd5xLg7HmaNofmYk7RQ,0.803,0.662,0,-8.073,1,0.0308,0.642,0.901,0.151,0.814,105.012,205049,4,0
The Rolling Stones,Beast Of Burden,The Rolling Stones Singles Box Set (1971-2006) [Sampler],5AoI7pfHdl87BQ93rKZXk9,0.801,0.804,1,-6.378,0,0.0315,0.296,0.00143,0.0332,0.891,100.618,266240,4,0
Parcels,Exotica,Parcels,2eC43PWHMbUnwqCRZcbGfo,0.822,0.314,0,-12.415,1,0.0421,0.534,0.0192,0.165,0.639,117.984,312301,4,0
Otis Redding,Stand by Me,Pain in My Heart,1aj4GXfmEYXfdVZohCpNKu,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51e-05,0.0744,0.925,111.548,172333,4,0
Nick Cave & The Bad Seeds,Galleon Ship,Ghosteen,0Z04fUQyKGls1iV1LLHVER,0.236,0.358,10,-10.185,1,0.041,0.0462,0.0695,0.145,0.036,116.513,254509,3,0
TOPS,Petals,Sugar at the Gate,7EDzYP6nOwidhyMkrItbNa,0.822,0.706,0,-6.472,1,0.0387,0.193,0.00167,0.129,0.895,128.707,174536,4,0
Tame Impala,Yes I'm Changing,Currents,0xtIp0lgccN85GfGOekS5L,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,270680,4,0
Tame Impala,Nangs,Currents,1cCbsojaA6GIT7Y3zuMJ1q,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,107533,4,0
Tame Impala,Reality In Motion,Currents,3I7OmVsk4Hm5LBbs2GmhlD,0.536,0.915,2,-4.993,1,0.0581,0.154,0.000788,0.372,0.472,115.037,252027,4,0
Khruangbin,Texas Sun,Texas Sun,3k5oLgungD1dSOGLqQdIQw,0.632,0.636,7,-10.011,1,0.035,0.0352,0.158,0.0997,0.616,111.551,252812,4,0
Unknown Mortal Orchestra,So Good At Being in Trouble,II,5VarZFY00sO54HErJ3TPCI,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.878,0.119,0.594,103.816,230147,4,0
Father John Misty,Real Love Baby,Real Love Baby,6YDf6QV7QfCEo8O2dbWalK,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,189293,4,0
Kim Churchill,Window to the Sky,Silence/Win,6jAyxL48SmPElMhu2dl0cg,0.717,0.856,2,-6.238,1,0.0861,0.304,0.00222,0.0771,0.604,110.884,248733,4,0
The Teskey Brothers,Forever You and Me,Forever You and Me,4GUaG3df9nbrj77GKEB76j,0.509,0.467,8,-4.94,1,0.0331,0.436,9.98e-06,0.0971,0.538,175.159,175593,3,0
The Teskey Brothers,I Get Up,I Get Up,2TUvKypKvhUXGGOFksBnnK,0.742,0.543,11,-5.416,1,0.0356,0.684,1.06e-06,0.123,0.642,115.727,263840,3,0
The Delta Riggs,Supersonic Casualties,Dipz Zebazios,1U4jU6yPgtZkGkOAxKNKtB,0.401,0.819,4,-5.14,0,0.0336,0.183,5.28e-06,0.204,0.485,176.93,220413,4,0
King Tuff,Sun Medallion,Was Dead,6hTro7oMCoLv4DLZPpNmMb,0.617,0.756,5,-5.125,0,0.0416,0.409,7.67e-05,0.0751,0.529,124.094,150713,4,0
Parcels,Bemyself,Parcels,2aE8uSjiWN0k4Nkvp0bUwB,0.495,0.382,9,-13.441,1,0.0301,0.361,2.09e-06,0.724,0.878,209.637,147788,3,0
Lime Cordiale,Addicted to the Sunshine,Addicted to the Sunshine,5ppBE5KFTiTx7JoHQAzr5O,0.671,0.622,0,-9.551,1,0.0289,0.0501,2.95e-05,0.326,0.909,125.999,270837,4,0
Sugar Candy Mountain,666,666,1h59F6KsDeoJ68qm2yCgCy,0.445,0.724,4,-6.154,1,0.0256,0.0022,0.000328,0.0628,0.655,99.548,255553,4,0
Babe Rainbow,Peace Blossom Boogy,The Babe Rainbow,5XiGD64yV2Z9nMmpXrz5zb,0.661,0.825,2,-4.566,1,0.0306,0.0373,0.0423,0.106,0.88,112.02,194292,4,0
The Murlocs,Rolling On,Young Blindness,79x1qL47ZyywV5Va12FIiH,0.242,0.792,9,-4.986,1,0.0318,0.00495,0.00015,0.0899,0.39,187.63,199787,4,0
Sugar Candy Mountain,Windows,666,6jvqaaUtBmcnxQnf5XKzFo,0.525,0.635,5,-7.805,1,0.0239,0.147,0.000114,0.122,0.668,82.445,192028,4,0
Babe Rainbow,Something New,Today,0kqWyd4htoI2SEpO87UgyW,0.63,0.599,11,-10.569,1,0.0274,0.145,0.0381,0.514,0.751,87.842,193251,4,0
Mac DeMarco,Salad Days,Salad Days,2QilECqmzYBoI6yS5D8ftS,0.433,0.784,5,-6.886,1,0.0382,0.0895,0.0372,0.124,0.757,200.672,145893,4,0
Mac DeMarco,Freaking Out The Neighborhood,2,0MgOsVty0YR1kas7x16yoS,0.573,0.819,8,-5.735,0,0.0866,0.061,0.029,0.386,0.832,143.263,173867,4,0
Khruangbin,Evan Finds the Third Room,Con Todo El Mundo,6EV7iIhdW9VBjphqZNGSfM,0.781,0.385,10,-9.976,0,0.0789,0.0101,0.587,0.166,0.842,105.812,240743,4,0
Khruangbin,Cómo Me Quieres,Con Todo El Mundo,3GO6bT0b1sdInk1KPCK64d,0.55,0.536,6,-10.045,1,0.0423,0.00612,0.884,0.372,0.539,85.458,225154,4,0
Khruangbin,With All The World,Hasta El Cielo,222EeTTqS2qFVtPsGcMohi,0.393,0.362,6,-11.86,1,0.0442,0.0924,0.837,0.068,0.419,85.22,223504,4,0
Triathalon,It's You,Nothing Bothers Me,3uKOu15tiZpB13VRxs9e8p,0.576,0.504,6,-8.258,0,0.0239,0.597,0.0539,0.159,0.546,79.072,223150,4,0
Parcels,IknowhowIfeel,Parcels,2IFaUS63AIAr9P46W1lEwt,0.856,0.511,2,-10.413,0,0.0365,0.386,0.0334,0.0985,0.942,114.985,327399,4,0
The Bamboos,I Got Burned,Medicine Man,1axeAD1OWMN5lEyQwy4eeS,0.759,0.738,9,-5.255,0,0.051,0.0435,8.87e-05,0.23,0.771,120.038,260853,4,0
Black Sabbath,Planet Caravan,Paranoid (2009 Remastered Version),7wqF3BU0ykeKch6BcNqGiT,0.417,0.0889,2,-24.661,1,0.036,0.926,0.897,0.083,0.411,88.25,269533,4,0
Cream,White Room,Wheels Of Fire,3Xls4cNOwy01dtrNXb1inG,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333,4,0
Derek & The Dominos,Layla,Layla And Other Assorted Love Songs (Remastered 2010),2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,423840,4,0
Cream,Strange Brew,Disraeli Gears,3ET8TZWF5sP4SPfJK1lKun,0.62,0.398,2,-15.676,1,0.0303,0.556,6.91e-06,0.273,0.677,106.265,166600,4,0
The Rolling Stones,You Can't Always Get What You Want,Let It Bleed,6lFZbCc7pn6Lme1NP7qQqQ,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,448720,4,0
Jimi Hendrix,Mojo Man,"People, Hell & Angels",2JScMK1ADiomXnkonaUGj5,0.537,0.607,5,-10.317,1,0.0342,0.00961,0.0081,0.368,0.768,99.057,247120,4,0
The Moody Blues,Nights In White Satin - Single Version / Mono Mix,Days Of Future Passed (Deluxe Version),6L5BZEcZmD6RBJnimzlyKr,0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,269107,4,0
Ten Years After,I'd Love to Change the World - 2004 Remaster,A Space in Time (Deluxe Version),19HjHUjCfDrEYhVSIKG6nK,0.384,0.516,9,-12.032,0,0.0345,0.202,0.18,0.114,0.371,118.129,224133,4,0
Parquet Courts,Violence,Wide Awake!,5pfERhAfhpscnAKQnZgnaC,0.446,0.942,4,-2.523,0,0.218,0.0297,0.000166,0.11,0.707,185.604,245507,4,0
Parquet Courts,Before the Water Gets Too High,Wide Awake!,5wpBEy8gYVQmb5VArtayfp,0.494,0.786,0,-4.438,1,0.0327,0.0724,0.129,0.349,0.573,150.025,245400,4,0
Cream,Badge,Goodbye,08xsXR637CEqbxJmpFcuSA,0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,164707,4,0
Flight of the Conchords,The Most Beautiful Girl (In The Room),Flight Of The Conchords,03F2mIBldwOnEBnTe9ZoZC,0.815,0.495,9,-9.94,1,0.241,0.603,0.0,0.161,0.727,144.025,242160,4,0
Kikagaku Moyo,Smoke and Mirrors,Forest of Lost Children,6HWBodtTNOIrnGsNwV1lX8,0.178,0.751,4,-7.202,0,0.0506,0.111,0.894,0.117,0.414,63.929,436171,4,0
Kikagaku Moyo,Cardigan Song,House in the Tall Grass,5PsGfCv1s5iEwEy27e2poj,0.471,0.0791,7,-25.623,1,0.0414,0.994,0.917,0.111,0.0607,92.317,289000,4,0
Nirvana,The Man Who Sold The World,MTV Unplugged In New York,15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093,4,0
Nirvana,Dumb - Live Version,MTV Unplugged In New York (25th Anniversary – Live),61MHAkbt0Ks3ZI1N2ccq5u,0.69,0.552,6,-9.107,1,0.0374,0.546,0.000431,0.854,0.671,109.418,173067,4,0
Nirvana,Where Did You Sleep Last Night,MTV Unplugged In New York,551qy5vUgrUfEUc4dCNfht,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,306067,3,0
Nick Cave & The Bad Seeds,Do You Love Me? - 2011 Remastered Version,Let Love In (2011 Remastered Version),26sLRGYCSYSnK0cJVtcCAf,0.469,0.649,5,-8.45,0,0.0311,0.000936,0.47,0.144,0.696,125.174,357173,4,0
levitation room,Warmth of the Sun,Warmth of the Sun,4OQ9QaKIGEElvMb5edFo0h,0.347,0.737,9,-4.74,1,0.0324,6.5e-06,0.277,0.166,0.751,123.183,168071,4,0
Khruangbin,White Gloves,The Universe Smiles Upon You,4AKUOaCRcoKTFnVI9LtsrN,0.635,0.3,2,-13.957,0,0.0285,0.707,0.829,0.574,0.772,91.452,218307,4,0
Love,Everybody’s Gotta Live,Reel To Real,1Og2Qi5XwYdr0YI6rn79Zb,0.805,0.281,9,-11.877,0,0.0961,0.607,0.0,0.116,0.281,105.873,204522,4,0
Khruangbin,C-Side,C-Side,6GvAM8oyVApQHGMgpBt8yl,0.688,0.779,11,-10.129,0,0.058,0.0386,0.119,0.349,0.939,94.075,283407,4,0
Khruangbin,Midnight,Texas Sun,6Gh6lzW6QeiXkFSfsvNS0b,0.663,0.552,5,-8.925,0,0.0308,0.0574,0.0131,0.0973,0.687,132.867,314684,4,0
Peach Tree Rascals,Glide,Glide,3LRRyweZMuedzj2QbHInak,0.887,0.42,7,-13.366,1,0.0484,0.5,0.0521,0.0884,0.841,123.04,237584,4,0
The Bamboos,I Don't Wanna Stop,Rawville,0kJg1vDAXOvuPUe4bLii7F,0.688,0.775,5,-5.116,0,0.0309,0.119,0.000533,0.125,0.962,93.233,249200,4,0
The Bamboos,Up On the Hill,4,715185HIUWG76i1y7SGlYq,0.679,0.775,5,-9.916,1,0.0373,0.000692,0.769,0.0703,0.442,100.019,329813,4,0
Gary Clark Jr.,Pearl Cadillac (feat. Andra Day),Pearl Cadillac (feat. Andra Day),5fcisGWiGPqr3hkPy0h1mr,0.376,0.509,3,-4.995,0,0.0357,0.489,6.63e-06,0.115,0.259,119.47,210887,4,0
Gary Clark Jr.,Low Down Rolling Stone,This Land,59oXRNRnmmTbwgkZkV7l4g,0.337,0.809,0,-2.969,0,0.0327,0.00738,0.000272,0.319,0.319,145.879,258200,4,0
Wooden Shjips,Eclipse,V.,7ww3ZrwEJbZjWhmAac71Mk,0.383,0.475,11,-11.842,0,0.0278,0.00706,0.759,0.108,0.339,141.423,383101,4,0
Wooden Shjips,Back to Land,Back to Land,7HGjI1DJeVu2UbVbbGNs25,0.414,0.725,9,-8.713,1,0.0279,0.000179,0.69,0.157,0.317,141.083,317960,4,0
Pink Floyd,Wish You Were Here,Wish You Were Here,6mFkJmJqdDVQ1REhVfGgd1,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744,4,0
Pink Floyd,Money,The Dark Side of the Moon,0vFOzaXqZHahrZp6enQwQb,0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,382834,1,0
Mild Orange,Stranger,Foreplay,4MQwH8UtOM4qgJxd16kJX5,0.556,0.493,8,-7.464,0,0.0256,0.456,0.21,0.104,0.461,151.989,218370,3,0
Yellow Days,Gap in the Clouds,Harmless Melodies,7l5j3FapCyr6HxUgoAynM2,0.576,0.535,9,-8.392,1,0.041,0.588,0.0106,0.31,0.196,139.939,280074,4,0
Bakar,Chill,Chill,03vzu03ZnrKlHHL1nTi7zY,0.556,0.455,7,-8.417,1,0.0594,0.0201,4.24e-06,0.128,0.0915,130.926,223293,4,0
Peach Fur,Aliens,Aliens,762kJUcm8avc0GvmxuDh0G,0.371,0.691,2,-7.406,0,0.0398,0.317,0.000127,0.12,0.546,95.76,250000,4,0
Talk Talk,Life's What You Make It - 1997 Remaster,The Colour of Spring,2iWTHXaFtRSMhd5OLpYD7f,0.525,0.804,1,-7.575,1,0.0321,0.00367,0.285,0.0382,0.935,91.951,268893,4,0
Buddy,Trouble On Central,Harlan & Alondra,3tsFWhe45D6CGFSMA77T3B,0.812,0.448,1,-6.621,0,0.0666,0.233,0.000272,0.13,0.576,99.958,187427,4,0
Holy Holy,Sentimental and Monday,When the Storms Would Come,6xdh62JnY2iQcWkIOcftt1,0.364,0.688,5,-8.015,0,0.0379,0.079,0.0147,0.176,0.211,132.787,255520,4,0
Dirty Three,Everything's Fucked,Dirty Three,7qtzVL4FzBe3GYK3ziIM30,0.187,0.395,7,-10.491,1,0.0356,0.156,0.604,0.0737,0.146,75.5,332333,3,0
Mako Road,The Sun Comes Up,The Sun Comes Up,4BMvHFaQSE9WvzJyr8v0wx,0.699,0.481,9,-10.247,0,0.0352,0.227,0.00442,0.0938,0.749,146.665,254465,4,0
Khruangbin,People Everywhere (Still Alive),The Universe Smiles Upon You,2OQ1V0e2O56AeIo4ywuYKF,0.551,0.648,7,-13.088,1,0.0627,0.043,0.655,0.41,0.807,109.209,159013,4,0
Eagle Eye Jones,Bad Omens,Bad Omens,1cm9QEpMgBOoByAzIsrKg8,0.715,0.587,2,-6.548,0,0.0277,0.308,0.00057,0.105,0.774,95.999,212045,4,0
Mac DeMarco,Choo Choo,Here Comes The Cowboy,6AkGsHilWb1yv6tGkERpMp,0.838,0.735,10,-11.712,0,0.138,0.0669,0.334,0.165,0.945,167.956,159470,4,0
First Aid Kit,My Silver Lining,Stay Gold,6tCLQ3LO1V9l6qdrrwdV6q,0.479,0.725,2,-4.671,1,0.0335,0.026,0.000129,0.209,0.43,101.938,215493,4,0
Darondo,Didn't I (Dave Allison Rework),Didn't I - EP,1owjOeZt1BdYWW6T8fIAEe,0.539,0.705,0,-6.729,1,0.0527,0.00828,0.135,0.133,0.685,186.033,328000,4,0
Devonté Hynes,Feelin' Lovely,Myths 001,54Ce8Gs58AF80COXWuSGHy,0.723,0.757,2,-6.455,0,0.0589,0.348,1.32e-05,0.0949,0.704,89.969,231468,4,0
Skinshape,Summer,Oracolo,7MNTf5d8T971NWUcqhgPlH,0.706,0.72,0,-7.581,1,0.0246,0.000908,0.0765,0.0487,0.846,91.985,268858,4,0
LEISURE,Got It Bad,LEISURE,5LC90RzqxnfiYZvTq3Wx5N,0.793,0.468,11,-10.054,1,0.0408,0.00839,0.0786,0.0689,0.534,96.0,205602,4,0
Jet,She's A Genius,Shaka Rock,2rXfsWB0xfTHTOa9btjmUc,0.498,0.943,9,-2.394,1,0.137,0.0218,7.69e-06,0.112,0.569,152.216,178840,4,0
Vista Kicks,Make It Real,Babe,4xIlJpmUuVZ57l4qm3pIEO,0.736,0.615,0,-5.389,0,0.0324,0.381,0.0147,0.0824,0.711,100.044,210300,4,0
Black Eyed Peas,Pump It,Monkey Business,2ygMBIctKIAfbEBcT9065L,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,213067,4,0
Hiatus Kaiyote,Breathing Underwater,Choose Your Weapon,4UOSM66BYQRD4YbOIkcTO8,0.511,0.391,7,-10.85,1,0.0443,0.487,0.0,0.112,0.58,112.196,344320,4,0
Anderson .Paak,Heart Don't Stand a Chance,Malibu,25GlFJq5QNAXyVgJvCZ4Mf,0.685,0.545,7,-6.189,1,0.061,0.173,1.44e-05,0.237,0.506,94.061,312360,4,0
James Vincent McMorrow,Higher Love,Early In The Morning,2hSdHOOBLXNkh7zmmgoAn3,0.393,0.177,5,-13.997,1,0.0481,0.961,0.000176,0.118,0.167,119.893,215760,5,0
Brick,Dazz - Dazz Disco Mix,Good High (Expanded Edition),3KMUmrYYtWVhbdfpphhCLm,0.763,0.898,2,-6.26,1,0.0468,0.113,0.00417,0.0212,0.928,109.004,336507,4,0
The Edgar Winter Group,Free Ride,They Only Come Out At Night,4MlXFjRO6N7NXvMqPlH35o,0.674,0.686,2,-11.927,1,0.0597,0.29,0.00322,0.189,0.814,124.204,187173,4,0
Wilson Pickett,Land of 1000 Dances,The Exciting Wilson Pickett,76ICmoJ4PcoMWoooaTxnQs,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,146973,4,0
The Meters,Cissy Strut,The Meters,0WSlOSMLJWoWUpWci9nnRb,0.507,0.763,0,-12.732,1,0.0945,0.172,0.886,0.324,0.708,176.193,186853,4,0
Dr. John,(Everybody Wanna Get Rich) Rite Away,Desitively Bonnaroo,2a0fkN8dbA5Kh8SR7cvl3D,0.746,0.916,9,-10.061,1,0.0772,0.518,0.0686,0.0785,0.971,99.926,163933,4,0
Al Green,Take Me to the River,Al Green Explores Your Mind,2OQCjWFl7Oz1A0xB85eRX0,0.786,0.418,9,-11.115,1,0.0433,0.218,0.000158,0.134,0.94,119.102,225373,4,0
OKA,Gorilla Villa,Milk & Honey,2w3lYyC9Dc60hUaqhHNBVQ,0.89,0.369,9,-12.273,0,0.0627,0.647,0.709,0.116,0.681,98.998,239587,4,0
Parliament,Give Up The Funk (Tear The Roof Off The Sucker),Mothership Connection,4XRkQloZFcRrCONN7ZQ49Y,0.717,0.665,9,-9.503,1,0.0523,0.0659,0.0,0.326,0.774,105.693,348067,4,0
Mark Ronson,Feel Right (feat. Mystikal),Uptown Special,2ENBaEOC0Jgi2au9Jt7y7d,0.853,0.798,11,-5.876,0,0.0642,0.087,0.000187,0.0271,0.861,110.111,222547,4,0
Local Natives,Dark Days (feat. Nina Persson),Sunlit Youth,6Zm6CpCtWQmqguvEtL7Nlo,0.599,0.644,9,-7.07,1,0.027,0.104,0.00121,0.0952,0.658,115.028,181387,4,0
Great Gable,Drift,GG,2y14MWseQnWXApjJjNCPm8,0.607,0.667,7,-6.655,0,0.0395,0.14,0.000142,0.0911,0.273,129.895,243132,4,0
The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remaster,Loaded: Re-Loaded 45th Anniversary Edition,0i19MAZbyn8uTir7FprXId,0.399,0.467,5,-11.763,1,0.0284,0.303,0.0186,0.124,0.525,75.601,445187,4,0
Lijadu Sisters,Come on Home,Horizon Unlimited,1FhP3mymDoN2hX5p57uTnu,0.537,0.501,7,-11.22,1,0.093,0.0684,0.00366,0.0753,0.914,93.849,318785,4,0
Seaweed on Sticks,Illusions,Illusions,0ZqP63q6cSA4egME7ZdaZn,0.635,0.496,2,-6.902,1,0.0265,0.365,0.0,0.107,0.492,103.915,246749,4,0
Orions Belte,Joe Frazier,Joe Frazier,7Bb8qmumwlC2nTOp09ciH6,0.432,0.63,7,-9.511,0,0.0384,0.0663,0.687,0.223,0.569,133.77,338613,4,0
The Cat Empire,No Longer There,So Many Nights,0l6weuVWxwSUjDL8vK0VS0,0.524,0.507,8,-7.962,1,0.0418,0.616,5.85e-05,0.351,0.431,160.003,236933,4,0
Genesis Owusu,Wit' Da Team,Wit' Da Team,6pYboBjyoItTk15TSVpwce,0.704,0.458,9,-11.055,0,0.0513,0.179,0.0,0.171,0.894,173.959,199355,4,0
First Beige,Sole Reality (feat. These Guy),Sole Reality (feat. These Guy),19sgjdm1Eh1U9NAxZpIGrB,0.514,0.735,2,-7.398,1,0.0599,0.0502,0.00526,0.406,0.465,84.967,266824,4,0
Mad Conductor,Cot in a Wormhole,Renegade Space Rock,2KNwy0U9A1N7PJ1q1rqI2Z,0.341,0.84,5,-4.177,1,0.241,0.466,0.00444,0.176,0.379,172.57,248520,4,0
Foxwarren,Sunset Canyon,Foxwarren,4YvOkz9IrldHkWiDZremSr,0.672,0.334,1,-10.194,1,0.0322,0.304,0.0637,0.317,0.434,110.205,260090,4,0
Nick Cave & The Bad Seeds,(Are You) the One That I've Been Waiting For? - 2011 Remastered Version,The Boatman's Call (2011 Remastered Version),0dH8cQPWcuczLRJrLDPn6r,0.453,0.183,8,-17.309,1,0.0289,0.817,0.0271,0.108,0.154,140.482,245467,4,0
